document_id,image_path,word_count_gt,word_count_ocr,precision,recall,f1_score,character_accuracy,true_positives,false_positives,false_negatives
342db705-8c91-4835-86cf-c0327699eff5,raw/342db705-8c91-4835-86cf-c0327699eff5--file%3A%2F%2F%2Fprivate%2Fvar%2Ffolders%2Fgb%2Fd2rz0yr907x6sl234fhp7mbm0000gn%2FT%2Ftmpsb6sakor%2Fdataset%2Ftesting_data%2Fimages%2F82250337_0338.png,171,177,0.7480314960629921,0.811965811965812,0.7786885245901639,0.8958333333333334,95,32,22
a47b225b-892d-4a33-ae94-1cd7346eb39d,raw/a47b225b-892d-4a33-ae94-1cd7346eb39d--file%3A%2F%2F%2Fprivate%2Fvar%2Ffolders%2Fgb%2Fd2rz0yr907x6sl234fhp7mbm0000gn%2FT%2Ftmpsb6sakor%2Fdataset%2Ftesting_data%2Fimages%2F82252956_2958.png.biblicus.yml,83,69,0.673469387755102,0.6226415094339622,0.6470588235294118,0.9333333333333333,33,16,20
bb929d4e-d336-4f60-86ad-ab10a31992f4,raw/bb929d4e-d336-4f60-86ad-ab10a31992f4--file%3A%2F%2F%2Fprivate%2Fvar%2Ffolders%2Fgb%2Fd2rz0yr907x6sl234fhp7mbm0000gn%2FT%2Ftmpsb6sakor%2Fdataset%2Ftesting_data%2Fimages%2F82200067_0069.png,98,74,0.49206349206349204,0.4626865671641791,0.4769230769230769,0.9375,31,32,36
8abf490c-5b7a-4ae9-a4c2-836f8809f8f1,raw/8abf490c-5b7a-4ae9-a4c2-836f8809f8f1--file%3A%2F%2F%2Fprivate%2Fvar%2Ffolders%2Fgb%2Fd2rz0yr907x6sl234fhp7mbm0000gn%2FT%2Ftmpsb6sakor%2Fdataset%2Ftesting_data%2Fimages%2F82251504.png.biblicus.yml,156,99,0.6627906976744186,0.504424778761062,0.5728643216080401,0.9130434782608695,57,29,56
4d4e57e0-d644-4be2-a61d-628a6dda26f8,raw/4d4e57e0-d644-4be2-a61d-628a6dda26f8--file%3A%2F%2F%2Fprivate%2Fvar%2Ffolders%2Fgb%2Fd2rz0yr907x6sl234fhp7mbm0000gn%2FT%2Ftmpsb6sakor%2Fdataset%2Ftesting_data%2Fimages%2F82092117.png.biblicus.yml,171,154,0.704,0.7394957983193278,0.721311475409836,0.9545454545454546,88,37,31
